_links,asOfDate,closingPrice,country,currency,dividendQualityScore,exchange,fiftyTwoWeekHigh,fiftyTwoWeekLow,fundamentalAnalysisScore,latestAnnualFilingDate,latestQuarterlyAnnualFilingDate,latestSemiAnnualFilingDate,marketCap,name,oneMonthSharePricePerformance,oneYearSharePricePerformance,peers,profile,symbol
"{'self': {'href': '/companies/CAG-US'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/CAG-US/alerts'}, 'cn:peers': {'href': '/companies/CAG-US/peers'}, 'cn:reports': {'href': '/companies/CAG-US/reports'}, 'cn:stats': {'href': '/companies/CAG-US/stats'}}",2019-05-07T00:00:00.000Z,29.2,UNITED STATES,USD,58,NYSE,39.43,20.22,34,2018-05-27T00:00:00.000Z,2019-02-24T00:00:00.000Z,,14188.7085392,Conagra Brands Inc,3.2166843407565,-21.862456515922,"['GIS-US', 'THS-US', 'SJM-US', 'MDLZ-US', 'LANC-US', 'HAIN-US', 'PEP-US', 'DF-US']","Conagra Brands, Inc., formerly ConAgra Foods, Inc., operates as a packaged food company. The Company operates through two segments: Consumer Foods and Commercial Foods. The Company sells branded and customized food products, as well as commercially branded foods. It also supplies vegetable, spice and grain products to a range of restaurants, foodservice operators and commercial customers. Conagra Foodservice offers products to restaurants, retailers, commercial customers and other foodservice suppliers. The Company also operates in the countries outside the United States, such as Canada and Mexico. The Company's brands include Marie Callender's, Healthy Choice, Slim Jim, Hebrew National, Orville Redenbacher's, Peter Pan, Reddi-wip, PAM, Snack Pack, Banquet, Chef Boyardee, Egg Beaters, Rosarita, Fleischmann's and Hunt's. The Company sells its products in grocery, convenience, mass merchandise and club stores.",CAG-US
"{'self': {'href': '/companies/COST-US'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/COST-US/alerts'}, 'cn:peers': {'href': '/companies/COST-US/peers'}, 'cn:reports': {'href': '/companies/COST-US/reports'}, 'cn:stats': {'href': '/companies/COST-US/stats'}}",2019-05-07T00:00:00.000Z,240.18,UNITED STATES,USD,100,NASD,248.7,189.51,63,2018-09-02T00:00:00.000Z,2019-02-17T00:00:00.000Z,,105650.44012626,Costco Wholesale Corporation,-2.3142310977346,24.406920128457,"['PSMT-US', 'WMT-US', 'DLTR-US', 'TGT-US', 'DG-US', 'BIG-US', 'JSAIY-US', 'FIVE-US']","Costco Wholesale Corporation is engaged in the operation of membership warehouses in the United States and Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Australia, Spain, and through its subsidiaries in Taiwan and Korea. As of August 28, 2016, the Company operated 715 warehouses across the world. The Company's average warehouse space is approximately 144,000 square feet. The Company's warehouses on average operate on a seven-day, 70-hour week. The Company offers merchandise in various categories, which include foods (including dry foods, packaged foods and groceries); sundries (including snack foods, candy, alcoholic and nonalcoholic beverages, and cleaning supplies); hardlines (including appliances, electronics, health and beauty aids, hardware, and garden and patio); fresh foods (including meat, produce, deli and bakery); softlines (including apparel and small appliances), and other (including gas stations and pharmacy).",COST-US
"{'self': {'href': '/companies/021240-KR'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/021240-KR/alerts'}, 'cn:peers': {'href': '/companies/021240-KR/peers'}, 'cn:reports': {'href': '/companies/021240-KR/reports'}, 'cn:stats': {'href': '/companies/021240-KR/stats'}}",2019-05-07T00:00:00.000Z,79400.0,SOUTH KOREA,KRW,67,SEO,97700.0,60100.0,81,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,5731147.183,Woongjin Coway Co Ltd,-16.067653276956,-11.875693673696,"['600690-CN', '5947-JP', '002700-KR', '066570-KR']","WOONGJIN COWAY CO., LTD., formerly Coway Co. Ltd., is a company principally engaged in the provision of water purifiers. The Company's products portfolio consists of water purifiers, air purifiers, electronic bidets, non-electronic bidets, water softeners, vacuum cleaners, water dispensers, food waste treatment solutions and sewage treatment solutions for household and business uses. Its water purifiers include free standing, counter top and under sink types. It also involves in the mattress rental and related home care services. The Company mainly provides its products through rental and lump sum payment to its customers. The Company distributes its products within domestic market and to overseas markets.",021240-KR
"{'self': {'href': '/companies/CWK-GB'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/CWK-GB/alerts'}, 'cn:peers': {'href': '/companies/CWK-GB/peers'}, 'cn:reports': {'href': '/companies/CWK-GB/reports'}, 'cn:stats': {'href': '/companies/CWK-GB/stats'}}",2019-05-07T00:00:00.000Z,21.164513172967,UNITED KINGDOM,USD,67,LON,26.821534936999,17.86941580756,63,2018-03-31T00:00:00.000Z,,2018-09-30T00:00:00.000Z,1094.0450098551,Cranswick plc,-2.8909250175193,-6.746534320323,"['PFD-GB', 'ABF-GB', 'HFG-GB']","Cranswick plc is a United Kingdom-based supplier of food products. The Company operates through Foods segment, which is engaged in the manufacture and supply of food products to the United Kingdom grocery retailers, the food service sector and other food producers. The Company provides a range of pork, gourmet sausages, cooked meats, cooked poultry, charcuterie, hand-cured and air-dried bacon and gourmet pastry products through retail, food servicing and manufacturing channels. The Company's brands include Bodega, Woodall's, Simply Sausages and Yorkshire Baker. The Company operates from 16 production facilities in the United Kingdom. The Company also owns its own pig breeding and rearing operations. It also owns chicken supply chain, including a feed mill, hatchery and broiler farms. From its Bury, the Company manufactures and distributes foods from Europe, using packaging formats and flavor combinations.",CWK-GB
"{'self': {'href': '/companies/CRDA-GB'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/CRDA-GB/alerts'}, 'cn:peers': {'href': '/companies/CRDA-GB/peers'}, 'cn:reports': {'href': '/companies/CRDA-GB/reports'}, 'cn:stats': {'href': '/companies/CRDA-GB/stats'}}",2019-05-07T00:00:00.000Z,38.449789996182,UNITED KINGDOM,USD,67,LON,39.793670103093,32.790581443299,78,2018-12-31T00:00:00.000Z,,2018-12-31T00:00:00.000Z,4946.833670294,Croda International Plc,0.86172128045418,15.315707312584,"['ELM-GB', 'IMCD-NL', 'EMSN-CH', 'BRG-NO']","Croda International Plc creates, makes and sells specialty chemicals. It operates through four segments. The Personal Care segment focuses on ingredients for skin, hair, sun and color cosmetic products. Its portfolio includes anti-ageing ingredients for skin, conditioning agents for hair care and metal oxides for ultraviolet (UV) filters. The Life Sciences segment includes three businesses: Health Care, which develops products for pharmaceutical and nutraceutical markets; Crop Protection, which develops products for agrochemical companies, and Seed Enhancement, which develops products to improve seed performance and farming yields. The Performance Technologies segment delivers ingredients for five business areas: lubricants, coatings and polymers, polymer additives, geo technologies and home care. The Industrial Chemicals segment is a diverse sector based on selling co-streams, developing applications and undertaking toll processing.",CRDA-GB
"{'self': {'href': '/companies/047050-KR'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/047050-KR/alerts'}, 'cn:peers': {'href': '/companies/047050-KR/peers'}, 'cn:reports': {'href': '/companies/047050-KR/reports'}, 'cn:stats': {'href': '/companies/047050-KR/stats'}}",2019-05-07T00:00:00.000Z,17950.0,SOUTH KOREA,KRW,75,SEO,26300.0,16900.0,47,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,2214579.29345,Posco International Corp,-0.82872928176796,-17.660550458716,"['005490-KR', '078930-KR', '001250-KR', '012030-KR']","POSCO INTERNATIONAL CORPORATION, formerly POSCO DAEWOO CORPORATION is a Korea-based company mainly engaged in the trading business. Along with subsidiaries, the Company operates its business through three segments. The Trading segment is involved in the sale of steel products, chemical products, automobile components and electronics. The Resource Development segment is involved in the development of energy, minerals and food resources. The Other segment is involved in the manufacturing and selling cotton yarn, wholesale of grain, and leasing business.",047050-KR
"{'self': {'href': '/companies/7912-JP'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/7912-JP/alerts'}, 'cn:peers': {'href': '/companies/7912-JP/peers'}, 'cn:reports': {'href': '/companies/7912-JP/reports'}, 'cn:stats': {'href': '/companies/7912-JP/stats'}}",2019-05-07T00:00:00.000Z,23.275550740339,JAPAN,USD,100,TYO,24.467316720838,19.628024557602,63,2018-03-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,2010-03-31T00:00:00.000Z,7025.0474164139,"Dai Nippon Printing Co., Ltd.",-3.0097817908202,9.4227504244482,"['7914-JP', '7946-JP', '7911-JP', '7831-JP']","Dai Nippon Printing Co., Ltd. is mainly engaged in the printing business. The Company operates in four business segments. The Information Communication segment involves in the printing of school textbooks, general books, periodicals, advertisements, securities, business ledger sheets and cards; the manufacture and sale of office equipment and systems, as well as the planning, design, construction and supervision of shops and advertising media. Its Life and Industry segment involves in the manufacture and sale of containers, packaging materials, packaging equipment and systems, construction materials, as well as industrial materials. The Electronics segment manufactures and sells electronic precision parts and others. The Soft Drink segment involves in the manufacture and sale of beverages of coffee and tea, fruit juice, mineral water, among others.",7912-JP
"{'self': {'href': '/companies/D01-SG'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/D01-SG/alerts'}, 'cn:peers': {'href': '/companies/D01-SG/peers'}, 'cn:reports': {'href': '/companies/D01-SG/reports'}, 'cn:stats': {'href': '/companies/D01-SG/stats'}}",2019-05-07T00:00:00.000Z,7.97,SINGAPORE,USD,83,SIN,9.94,7.02,47,2018-12-31T00:00:00.000Z,,2018-12-31T00:00:00.000Z,10781.04153916,Dairy Farm International Holdings Ltd,-1.3613861386139,-3.9759036144578,"['HERO-ID', '2912-TW', 'RANC-ID', '601933-CN']","Dairy Farm International Holdings Limited is a company primarily engaged in retail business. Along with subsidiaries, the Company operates its business through four segments. The Food segment is mainly involved in the operation of supermarkets, hypermarkets and convenience stores through brands under the names of Wellcome, Yonghui, Cold Storage, Market Place, Jasons, 7-Eleven, and among others. The Health and Beauty segment is principally engaged in health and beauty business through brands under the names of Wanning, Guardian, Rose Pharmacy, and among others. The Home Furnishings segment is mainly engaged in household products business through its homeware brand under the name of IKEA. The Restaurants segment is mainly involved in chain catering business through its associated company MAXIM'S CATERERS LIMITED.",D01-SG
"{'self': {'href': '/companies/1878-JP'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/1878-JP/alerts'}, 'cn:peers': {'href': '/companies/1878-JP/peers'}, 'cn:reports': {'href': '/companies/1878-JP/reports'}, 'cn:stats': {'href': '/companies/1878-JP/stats'}}",2019-05-07T00:00:00.000Z,135.33766702781,JAPAN,USD,100,TYO,170.45864933189,123.28457927049,81,2018-03-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,2010-03-31T00:00:00.000Z,9811.2840058685,Daito Trust Construction Co Ltd,-4.4614404079031,-17.296551724138,"['1925-JP', '3231-JP', '1764-JP', '6059-JP']","DAITO TRUST CONSTRUCTION CO., LTD. is mainly engaged in real estate-related business. The Company operates in four business segments. The Construction segment is engaged in the planning, design and construction of contracted works. The Real Estate segment is engaged in the brokerage, management and leasing of real estates, the production and sale of real estate information magazines, the operation of real estate portal Website and the guarantee trust for leasing building residents. The Financial segment is involved in the construction loan business and fire reinsurance business. The Others segment is engaged in the sale of fuel, the operation of day service centers and hotels, the printing and delivery of documents, the investment in hotel companies and the cultivation of mushroom.",1878-JP
"{'self': {'href': '/companies/1925-JP'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/1925-JP/alerts'}, 'cn:peers': {'href': '/companies/1925-JP/peers'}, 'cn:reports': {'href': '/companies/1925-JP/reports'}, 'cn:stats': {'href': '/companies/1925-JP/stats'}}",2019-05-07T00:00:00.000Z,28.241242325749,JAPAN,USD,83,TYO,38.759479956663,25.645539906103,69,2018-03-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,2010-03-31T00:00:00.000Z,18743.415574937,Daiwa House Industry Co Ltd,-12.035995500562,-22.879684418146,"['1928-JP', '9303-JP', '9635-JP', '3521-JP']","Daiwa House Industry Co., Ltd. is engaged in the business of housing, commercial facilities and urban development. The Company's segments include Single-Family Houses Business, which consists of orders of single-family houses and sales of packages of new houses with land; Rental Housing Business, which consists of its operation in rental housing development, construction, management, operation and real estate agency services; Condominiums Business, which consists of development, sale and management of condominiums; Existing Home Business, which consists of renovation and real estate agency services; Commercial Facilities Business, which consists of development, construction, management and operation of commercial facilities, and Business and Corporate Facilities Business, which consists of development and construction of logistics, manufacturing facilities, medical and nursing facilities, and building, management and operation of temporary facilities.",1925-JP
"{'self': {'href': '/companies/BN-FR'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/BN-FR/alerts'}, 'cn:peers': {'href': '/companies/BN-FR/peers'}, 'cn:reports': {'href': '/companies/BN-FR/reports'}, 'cn:stats': {'href': '/companies/BN-FR/stats'}}",2019-05-07T00:00:00.000Z,62.391712065732,FRANCE,USD,100,EPA,64.785210324194,53.33571492364,59,2018-12-31T00:00:00.000Z,,2018-12-31T00:00:00.000Z,40384.483746182,Danone SA,2.8865979381443,7.163675410339,"['FBEL-FR', 'UNA-NL', 'NESN-CH']","Danone SA is engaged in holding directly or indirectly companies, and coordination of the main functions and activities. The Company operates through four segments: Fresh Dairy Products Division, Waters Division, Early Life Nutrition Division and Medical Nutrition Division. The Fresh Dairy Products Division produces and markets yogurts, fermented fresh dairy products and specialized dairy products. The Waters Division comprises the natural waters business along with Aquadrinks (waters flavored and vitamin-enriched with natural fruit juice extracts, fruit juice and vitamins). The Early Life Nutrition Division focuses on the right nutrition in the first 1,000 days from the start of pregnancy to two years of age, and produces and distributes specialized foods for babies and young children to complement breast-feeding. The Medical Nutrition Division produces and distributes specialized food for people afflicted with certain illnesses or frail elderly people.",BN-FR
"{'self': {'href': '/companies/DRI-US'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/DRI-US/alerts'}, 'cn:peers': {'href': '/companies/DRI-US/peers'}, 'cn:reports': {'href': '/companies/DRI-US/reports'}, 'cn:stats': {'href': '/companies/DRI-US/stats'}}",2019-05-07T00:00:00.000Z,119.46,UNITED STATES,USD,50,NYSE,124.0,84.37,53,2018-05-27T00:00:00.000Z,2019-02-24T00:00:00.000Z,,14690.68930692,"Darden Restaurants, Inc.",0.40342914775592,29.97497551953,"['BJRI-US', 'CBRL-US', 'BLMN-US', 'DIN-US', 'DFRG-US', 'RUTH-US']","Darden Restaurants, Inc. is a full-service restaurant company. The Company owned and operated 1,536 restaurants through its subsidiaries in the United States and Canada, as of May 29, 2016. The Company's segments include Olive Garden, LongHorn Steakhouse, Fine Dining (which includes The Capital Grille, and Eddie V's Prime Seafood and Wildfish Seafood Grille (Eddie V's)) and Other Business (which includes Yard House, Seasons 52, Bahama Breeze, consumer-packaged goods and franchise revenues). As of May 29, 2016, the Company also had 50 restaurants operated by independent third parties pursuant to area development and franchise agreements. Olive Garden's menu includes a range of authentic Italian foods featuring fresh ingredients and a selection of imported Italian wines. LongHorn Steakhouse restaurants feature a range of menu items, including fresh steaks and chicken, as well as salmon, shrimp, ribs, pork chops, burgers and prime rib.",DRI-US
"{'self': {'href': '/companies/AD-NL'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/AD-NL/alerts'}, 'cn:peers': {'href': '/companies/AD-NL/peers'}, 'cn:reports': {'href': '/companies/AD-NL/reports'}, 'cn:stats': {'href': '/companies/AD-NL/stats'}}",2019-05-07T00:00:00.000Z,21.22,NETHERLANDS,EUR,100,AMS,24.005,18.6,59,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,23982.844,Koninklijke Ahold Delhaize NV,-8.1584072711534,11.099476439791,"['MGNT-RU', 'MGNT-GB', 'MGROS-TR', 'MRW-GB']","Koninklijke Ahold Delhaize N.V., formerly Koninklijke Ahold N.V., is engaged in the operation of retail stores in Europe and the United States. The Company's segments are Ahold USA, Delhaize America, The Netherlands, Belgium, and Central and Southeastern Europe (CSE). In addition, Other retail, consists of Ahold Delhaize's unconsolidated joint ventures JMR - Gestao de Empresas de Retalho, SGPS, S.A. (JMR) and P.T. Lion Super Indo, LLC (Super Indo), and Ahold Delhaize's Global Support Office. JMR operates food retail stores in Portugal under the brand name Pingo Doce. The Company's Ahold USA segment includes Stop & Shop New England, Stop & Shop New York Metro, Giant Landover, Giant Carlisle and Peapod. The Company's Delhaize America segment includes brands, such as Food Lion and Hannaford. The Food Lion brand's market areas include Delaware, Georgia, Maryland, Pennsylvania, Tennessee, West Virginia, Kentucky, North Carolina, South Carolina and Virginia.",AD-NL
"{'self': {'href': '/companies/DPW-DE'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/DPW-DE/alerts'}, 'cn:peers': {'href': '/companies/DPW-DE/peers'}, 'cn:reports': {'href': '/companies/DPW-DE/reports'}, 'cn:stats': {'href': '/companies/DPW-DE/stats'}}",2019-05-07T00:00:00.000Z,29.49,GERMANY,EUR,83,ETR,37.23,23.36,38,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,36357.57540492,Deutsche Post AG,-1.4042126379137,-20.619111709287,"['POST-AT', 'PNL-NL', 'ARMX-AE', 'LHA-DE']","Deutsche Post AG is a Germany-based provider of postal services. The Company operates through four segments: Post - eCommerce - Parcel, Express, Global Forwarding and Freight, and Supply Chain. The Post - eCommerce - Parcel segment handles both domestic and international mail and provides dialogue marketing, nationwide press distribution services and all electronic services associated with mail delivery. The Express segment offers courier and express services to business and private customers. The Global Forwarding and Freight segment comprises the transportation of goods by rail, road, air and sea. The Supply Chain segment focuses on the delivery of customized logistics solutions, including warehousing, transport and value-added services, and also offers tailored business process outsourcing and marketing communication solutions.",DPW-DE
"{'self': {'href': '/companies/DSNG-ID'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/DSNG-ID/alerts'}, 'cn:peers': {'href': '/companies/DSNG-ID/peers'}, 'cn:reports': {'href': '/companies/DSNG-ID/reports'}, 'cn:stats': {'href': '/companies/DSNG-ID/stats'}}",2019-05-07T00:00:00.000Z,370.0,INDONESIA,IDR,100,JAK,440.0,320.0,44,2018-12-31T00:00:00.000Z,2019-03-31T00:00:00.000Z,,3869614.845,Dharma Satya Nusantara Tbk PT,-7.5,-10.628019323671,"['SULI-ID', '723-HK', '8163-HK', 'BRPT-ID']","PT Dharma Satya Nusantara Tbk is an Indonesia-based company primarily engaged in oil palm plantation and processing. It has two business units: oil palm and wood products. Through its subsidiaries, the Company operates a number of oil palm plantations as well as oil palm and palm kernel processing plants. Its wood products business produces various wood items, such as covering panels, engineered doors and engineered floors. Its subsidiaries include PT Dharma Agrotama Nusantara, PT Dharma Intisawit Nugraha, PT Swakarsa Sinarsentosa, PT Tanjung Kreasi Parquet Industry and PT Nityasa Idola.",DSNG-ID
"{'self': {'href': '/companies/DGE-GB'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/DGE-GB/alerts'}, 'cn:peers': {'href': '/companies/DGE-GB/peers'}, 'cn:reports': {'href': '/companies/DGE-GB/reports'}, 'cn:stats': {'href': '/companies/DGE-GB/stats'}}",2019-05-07T00:00:00.000Z,24.528445971745,UNITED KINGDOM,USD,67,LON,24.902634593356,19.190530736922,81,2018-06-30T00:00:00.000Z,,2018-12-31T00:00:00.000Z,58421.576155387,Diageo plc,2.9487179487179,21.024868123587,"['CPR-IT', 'DIS-GB', 'STCK-GB', 'FSTA-GB', 'RI-FR', 'DGE-GB', 'HEIA-NL']","Diageo PLC is an alcoholic beverage company. The Company operates in various categories, including spirits and beer. Its geographic segments include North America; Europe, Russia and Turkey; Africa; Latin America and Caribbean, and Asia Pacific. Its principal products include Scotch whisky, Gin, Vodka, Rum, Beer, Irish Cream Liqueur, Wine, Raki, Tequila, Canadian Whisky, American Whiskey, Progressive Adult Beverages, Cachaca, Brandy and Ready to Drink. It manages its operations from various locations, including the United Kingdom; Ireland; Italy; Turkey; the United States; Canada; Brazil; Mexico; Australia; Singapore; India; Nigeria; South Africa; East Africa, and Africa Regional Markets. It also produces a range of ready to drink products mainly in the United Kingdom, Italy, South Africa, Australia, the United States and Canada.",DGE-GB
"{'self': {'href': '/companies/DPZ-US'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/DPZ-US/alerts'}, 'cn:peers': {'href': '/companies/DPZ-US/peers'}, 'cn:reports': {'href': '/companies/DPZ-US/reports'}, 'cn:stats': {'href': '/companies/DPZ-US/stats'}}",2019-05-07T00:00:00.000Z,277.39,UNITED STATES,USD,67,NYSE,305.34,231.28,55,2018-12-30T00:00:00.000Z,2019-03-24T00:00:00.000Z,,11401.81331751,"Domino's Pizza, Inc.",8.9684160905091,10.734530938124,"['YUM-US', 'PZZA-US', 'WEN-US', 'JACK-US', 'MCD-US', 'CMG-US', 'DENN-US', 'FRSH-US']","Domino's Pizza, Inc. is a pizza restaurant chain company. As of January 1, 2017, the Company operated in over 13,800 locations in over 85 markets around the world. The Company operates through three segments: domestic stores, international franchise and supply chain. Its basic menu features pizza products in various sizes and crust types. As of January 1, 2017, its Domestic Stores segment consisted primarily of its franchise operations, which consisted of 4,979 franchised stores located in the contiguous United States. As of January 1, 2017, its International Franchise segment consisted of a network of franchised stores in over 85 international markets. As of January 1, 2017, its supply chain segment operated 18 regional dough manufacturing and food supply chain centers in the United States, one thin crust manufacturing center, one vegetable processing center and one center providing equipment and supplies to certain of its domestic and international stores.",DPZ-US
"{'self': {'href': '/companies/UFS-CA'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/UFS-CA/alerts'}, 'cn:peers': {'href': '/companies/UFS-CA/peers'}, 'cn:reports': {'href': '/companies/UFS-CA/reports'}, 'cn:stats': {'href': '/companies/UFS-CA/stats'}}",2019-05-07T00:00:00.000Z,63.09,CANADA,USD,83,TSE,70.92,46.14,47,2018-12-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,,3969.28015821,Domtar Corp,-5.0564334085779,7.1137521222411,"['CFX-CA', 'CFP-CA', 'CAS-CA', 'KPT-CA']","Domtar Corporation designs, manufactures, markets and distributes a range of fiber-based products, including communication papers, specialty and packaging papers and absorbent hygiene products. The Company segments include Pulp and Paper and Personal Care. The Pulp and Paper segment consists of the design, manufacturing, marketing and distribution of communication, specialty and packaging papers, as well as softwood, fluff and hardwood market pulp. The Personal Care segment consists of the design, manufacturing, marketing and distribution of absorbent hygiene products. The Company is a marketer of uncoated freesheet paper in North America serving a range of customers, including merchants, retail outlets, stationers, printers, publishers, converters and end users. It is also a marketer and producer of a line of incontinence care products, as well as infant diapers. It has a network of wood fiber converting assets that produce paper grade, fluff and specialty pulp.",UFS-CA
"{'self': {'href': '/companies/ORSTED-DK'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/ORSTED-DK/alerts'}, 'cn:peers': {'href': '/companies/ORSTED-DK/peers'}, 'cn:reports': {'href': '/companies/ORSTED-DK/reports'}, 'cn:stats': {'href': '/companies/ORSTED-DK/stats'}}",2019-05-07T00:00:00.000Z,76.773070922837,DENMARK,USD,92,CPH,78.573142925717,53.867154686188,79,2018-12-31T00:00:00.000Z,2019-03-31T00:00:00.000Z,,32248.158087844,Oersted A/S,-1.2350443844076,23.623188405797,"['00000747-LU', 'ODEN-UA', 'NVNG-RU', 'NG.-GB']","Orsted A/S, formerly Dong Energy A/S, is a Denmark-based energy company engaged in procuring, producing, distributing and trading energy and related products in Northwestern Europe. The Company operates through three segments: Wind Power, engaged in the development, construction and operations of wind farms; Bioenergy and Thermal Power, responsible for the generation of electricity and heat from thermal power stations; and Distribution and Customer Solutions, responsible for the purchase, sale and distribution of energy. The Company's competences are aimed at three core activities: development and construction of assets, operations and maintenance of assets, and sales and optimization of the energy commodities portfolio.",ORSTED-DK
"{'self': {'href': '/companies/DRX-GB'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/DRX-GB/alerts'}, 'cn:peers': {'href': '/companies/DRX-GB/peers'}, 'cn:reports': {'href': '/companies/DRX-GB/reports'}, 'cn:stats': {'href': '/companies/DRX-GB/stats'}}",2019-05-07T00:00:00.000Z,3.2918,UNITED KINGDOM,GBP,100,LON,4.3269363,3.126,47,2018-12-31T00:00:00.000Z,,2018-12-31T00:00:00.000Z,1297.3325521758,Drax Group Plc,-13.000502153976,4.4135815685509,"['SSE-GB', 'RUR-GB', 'OPG-GB', 'GOOD-GB']","Drax Group Plc is engaged in the electricity generation; electricity supply to business customers, and manufacturing of sustainable compressed wood pellets for use in electricity production. The Company's segments include Generation, which is engaged in the generation of electricity at Drax Power Station; Biomass Supply, which is engaged in the production of sustainable compressed wood pellets at its processing facilities in the United States, and Retail, which is engaged in the supply of power to business customers and wood pellets to the domestic heat market. Its business units include Drax Power, Haven Power, Drax Biomass and Billington Bioenergy. Drax Biomass provides compressed wood pellets. Haven Power supplies electricity to businesses. Billington Bioenergy supplies sustainable compressed wood pellets to provide businesses and households with renewable heat. Drax Power Station is located near Selby, North Yorkshire, connecting into the national electricity distribution grid.",DRX-GB
"{'self': {'href': '/companies/SMDS-GB'}, 'curies': [{'name': 'cn', 'href': 'https://api.capitalcube.com/docs/rels/{rel}', 'templated': True}], 'cn:alerts': {'href': '/companies/SMDS-GB/alerts'}, 'cn:peers': {'href': '/companies/SMDS-GB/peers'}, 'cn:reports': {'href': '/companies/SMDS-GB/reports'}, 'cn:stats': {'href': '/companies/SMDS-GB/stats'}}",2019-05-07T00:00:00.000Z,2.6971167621229,UNITED KINGDOM,USD,100,LON,4.1424209087438,2.1827766323024,50,2018-04-30T00:00:00.000Z,,2018-10-31T00:00:00.000Z,3698.3046612131,DS Smith plc,2.319786777913,-28.568046441119,"['CRU-GB', 'MNDI-GB', 'RPC-GB']","DS Smith Plc is a provider of corrugated packaging in Europe and plastic packaging across the world. The Company's segments include UK, Western Europe, DCH and Northern Europe, Central Europe and Italy. The Company designs and manufactures taps and fitments for use in bag-in-box packaging for liquids. Its products are used for transportation of beverages, concentrates, chemicals and pharmaceuticals. The Company designs and manufactures rigid packaging products for the transportation of food and drinks, healthcare products and automotive products. It also designs and manufactures foam molded, custom-designed components and packaging. It manufactures recycled paper, principally corrugated case material (CCM) or testliner. The Company also manufactures other grades of paper, such as core board and solid board. In addition, the Company offers a range of value-added services, such as recycling, and environmental audits and consultancy.",SMDS-GB
